Partition,Algorithm,BlendWeight,User,TestTime,NAttempted,NGood,Coverage,RMSE,Predict.nDCG,Predict.nDCG.Raw,TopN.nDCG,AvgPrec,Rank,RecipRank
5,lucene,,370,7.963,5,5,1.0,0.5961688259009109,0.9851295720965634,16.56189012336513,0.0,0.0,,0.0
5,lucene,,910,1.057,5,5,1.0,0.5462211407731823,0.9793440298552835,13.4964252465794,0.0,0.0,,0.0
5,lucene,,975,0.659,5,5,1.0,0.4336583954658378,0.9946711300744834,12.219480655897856,0.0,0.0,,0.0
5,lucene,,1015,0.31,5,5,1.0,0.8235631480175595,0.979538163945184,13.81189012336513,0.0,0.0,,0.0
5,lucene,,3029,0.358,5,5,1.0,0.7000730766641856,0.9181015812188317,9.184818934934551,0.0,0.0,,0.0
5,lucene,,7541,0.117,5,5,1.0,0.4972102169394691,0.9734735694957938,15.946678442077467,0.0,0.0,,0.0
5,lucene,,8527,0.1,5,4,0.8,0.5392593047182234,0.9237591201935975,15.654648767857287,0.0,0.0,,0.0
5,lucene,,8932,0.216,5,5,1.0,0.8805245690275051,0.988220567325965,15.48134016304077,0.0,0.0,,0.0
5,lucene,,9263,0.135,5,5,1.0,0.713304392709704,0.9959009358215654,16.842693279187557,0.0,0.0,,0.0
5,lucene,,11081,0.165,5,5,1.0,0.2847653672071481,1.0,7.758000942002036,0.0,0.0,,0.0
5,lucene,,11513,0.145,5,5,1.0,0.7798067854413989,0.9366624186138395,13.877355000150859,0.0,0.0,,0.0
5,lucene,,11843,0.155,5,5,1.0,0.9666867818904167,0.9942010081976126,11.885072130432615,0.0,0.0,,0.0
5,lucene,,12271,0.133,5,5,1.0,1.0039502157415117,0.955970344404516,12.019860449144952,0.0,0.0,,0.0
5,lucene,,12882,0.109,5,5,1.0,0.3287007305555148,1.0,16.52722840240183,0.0,0.0,,0.0
5,lucene,,12947,0.1,5,5,1.0,0.4678911865340707,0.9935531493733645,15.430960369793672,0.0,0.0,,0.0
5,lucene,,13215,0.154,5,5,1.0,0.6136287667075161,0.9732265720199264,13.41587528625504,0.0,0.0,,0.0
5,lucene,,13665,0.127,5,5,1.0,0.8541178498300892,0.9914512991669996,15.184818934934553,0.0,0.0,,0.0
5,lucene,,13920,0.122,5,5,1.0,1.0724794520865828,0.9631614100644674,15.296172051081339,0.0,0.0,,0.0
5,lucene,,14328,0.123,5,5,1.0,0.4316287893351083,0.9833678029712797,14.781086967542706,0.0,0.0,,0.0
5,lucene,,15415,0.106,5,5,1.0,0.6589870959863421,1.0,13.684818934934553,0.0,0.0,,0.0
5,lucene,,16766,0.128,5,5,1.0,1.241076086764041,0.8737456533249264,11.100410409469312,0.07830292097666736,0.043478260869565216,23,0.043478260869565216
5,lucene,,17709,0.139,5,4,0.8,0.3917178534777907,0.8922843849963459,12.77371901428583,0.0,0.0,,0.0
5,lucene,,18634,0.125,5,5,1.0,0.47195529841105316,0.9844162689785085,13.846551844328435,0.0,0.0,,0.0
5,lucene,,18758,0.129,5,5,1.0,0.4719471870697821,1.0,14.781086967542706,0.0,0.0,,0.0
5,lucene,,19178,0.06,5,5,1.0,0.8671516684070152,0.9672376237970814,16.80803155822425,0.0,0.0,,0.0
5,lucene,,19517,0.076,5,5,1.0,0.8077044924895488,0.9909882200955716,15.2464252465794,0.0,0.0,,0.0
5,lucene,,19800,0.14400000000000002,5,4,0.8,0.40561228392278986,0.8656885093767726,11.77371901428583,0.0,0.0,,0.0
5,lucene,,20530,0.41500000000000004,5,5,1.0,0.19336127917680657,1.0,12.25028381172028,0.0,0.0,,0.0
5,lucene,,22363,0.128,5,5,1.0,0.782471906504318,0.8577689632645539,3.9425360652163075,0.0,0.0,,0.0
5,lucene,,23171,0.11800000000000001,5,5,1.0,0.2044746244748176,1.0,9.404015779112127,0.0,0.0,,0.0
5,lucene,,25645,0.08700000000000001,5,5,1.0,0.39773599786625563,0.9877231018879242,14.846551844328435,0.0,0.0,,0.0
5,lucene,,26932,0.111,5,5,1.0,0.9704020179293213,0.9361081402061724,12.234565739436487,0.07838920475979964,0.047619047619047616,21,0.047619047619047616
5,lucene,,27456,0.08700000000000001,5,5,1.0,0.2501578254189401,0.9839351134072948,15.31189012336513,0.0,0.0,,0.0
5,lucene,,27474,0.053,5,4,0.8,1.8430900304850757,0.7003654556669565,8.630929753571458,0.0,0.0,,0.0
5,lucene,,27579,0.051000000000000004,5,5,1.0,0.4180870584173739,1.0,13.885072130432615,0.1620445309080218,0.25,4,0.25
5,lucene,,27838,0.11,5,5,1.0,0.37990835047215393,0.9975296481987828,13.9964252465794,0.0,0.0,,0.0
5,lucene,,29474,0.085,5,5,1.0,0.6088243019670706,0.9921471083132289,12.65015721397125,0.0,0.0,,0.0
5,lucene,,31273,0.186,5,5,1.0,0.582399249506262,0.9877934142569617,13.40015721397125,0.0,0.0,,0.0
5,lucene,,31321,0.196,5,5,1.0,0.9059320747236423,0.9196948315155846,12.2464252465794,0.0,0.0,,0.0
5,lucene,,31362,0.124,5,5,1.0,0.30294097395116426,0.9870783558959012,14.096551844328435,0.0,0.0,,0.0
5,lucene,,32215,0.098,5,5,1.0,0.9935828508701944,0.954529601439396,14.369987046893984,0.0,0.0,,0.0
5,lucene,,33003,0.122,5,5,1.0,0.6605053962878931,0.9502182058451438,14.315748688506009,0.0,0.0,,0.0
5,lucene,,33173,0.064,5,5,1.0,0.9592654066457026,0.9395852701642028,13.516001884004073,0.0,0.0,,0.0
5,lucene,,34239,0.07200000000000001,5,5,1.0,0.6381015120460265,0.9867758426183791,13.769860449144952,0.10786206901725627,0.1,10,0.1
5,lucene,,35246,0.133,5,5,1.0,0.6971710472397555,0.9615730899668752,14.2464252465794,0.0,0.0,,0.0
5,lucene,,35983,0.09,5,5,1.0,0.6976061525138558,0.9672376237970814,16.80803155822425,0.0,0.0,,0.0
5,lucene,,36229,0.08600000000000001,5,5,1.0,0.29523009312062914,1.0,12.965622090756977,0.0,0.0,,0.0
5,lucene,,36628,0.116,5,5,1.0,0.6420025598050727,0.9584543196608462,11.534945532683583,0.0,0.0,,0.0
5,lucene,,36724,0.066,5,5,1.0,0.763280216292481,1.0,12.669733851395918,0.0,0.0,,0.0
5,lucene,,38052,0.046,5,4,0.8,0.5485688164889034,0.907714036972696,12.7082541375001,0.0,0.0,,0.0
5,lucene,,38159,0.165,5,4,0.8,0.6102271526802245,0.8830844397978909,13.27371901428583,0.0,0.0,,0.0
5,lucene,,38187,0.078,5,4,0.8,1.506098846486207,0.8358759983760321,7.892789260714372,0.0,0.0,,0.0
5,lucene,,38655,0.171,5,5,1.0,0.9774714397285762,0.9881919725749567,14.180960369793672,0.0,0.0,,0.0
5,lucene,,38957,0.167,5,4,0.8,0.3810037114442487,0.9033524866071587,14.089183891071558,0.0,0.0,,0.0
5,lucene,,39214,0.14400000000000002,5,5,1.0,0.8823720170053191,0.9333345946948909,14.00028381172028,0.0,0.0,,0.0
5,lucene,,41020,0.04,5,5,1.0,1.9258537808198155,0.8588600233999623,9.596551844328435,0.0,0.0,,0.0
5,lucene,,41244,0.139,5,5,1.0,0.7052673969092612,0.9946958282233567,13.00028381172028,0.0,0.0,,0.0
5,lucene,,42015,0.034,5,5,1.0,0.721161191576543,1.0,15.131213565291738,0.0,0.0,,0.0
5,lucene,,43068,0.136,5,5,1.0,0.7993682260918931,0.9892685959751228,12.781086967542706,0.0,0.0,,0.0
5,lucene,,43599,0.149,5,4,0.8,0.6210844812779509,0.983096215514348,12.52371901428583,0.0,0.0,,0.0
5,lucene,,45252,0.056,5,4,0.8,0.6152924242906863,0.8512481635015889,11.577324383928644,0.0,0.0,,0.0
5,lucene,,45619,0.156,5,5,1.0,1.377560262258863,0.9437562698697127,10.781086967542706,0.0,0.0,,0.0
5,lucene,,45854,0.08,5,5,1.0,0.4616349921957672,0.9730624654211245,15.696678442077467,0.0,0.0,,0.0
5,lucene,,46093,0.052000000000000005,5,5,1.0,0.7340966191656316,0.9740069305902042,11.965622090756977,0.0,0.0,,0.0
5,lucene,,46403,0.08600000000000001,5,5,1.0,0.8219426489071329,0.9861699152463491,14.004142376861159,0.0,0.0,,0.0
5,lucene,,47566,0.11,5,5,1.0,0.30202954796778353,0.9862958337928599,13.281086967542706,0.0,0.0,,0.0
5,lucene,,48512,0.11,5,5,1.0,1.7369566716549036,0.8461259120874903,6.638930695573493,0.0,0.0,,0.0
5,lucene,,49455,0.101,5,5,1.0,1.2624714747209569,0.965281398817448,13.919100862650758,0.0,0.0,,0.0
5,lucene,,49666,0.10300000000000001,5,5,1.0,0.6483256849687136,0.9672911626061824,12.850410409469312,0.0,0.0,,0.0
5,lucene,,51460,0.045,5,5,1.0,0.8855359375564084,0.9697090937450881,15.40015721397125,0.07284651522646682,0.05,20,0.05
5,lucene,,52208,0.07200000000000001,5,5,1.0,1.3487618569488242,0.9782156747520627,8.992282869718244,0.13655026714334104,0.08333333333333333,12,0.08333333333333333
5,lucene,,52520,0.125,5,5,1.0,1.406550352135029,0.9336643965762639,12.56189012336513,0.0,0.0,,0.0
5,lucene,,52762,0.13,5,4,0.8,0.9568112821143089,0.8665748053151161,12.089183891071558,0.0,0.0,,0.0
5,lucene,,53407,0.111,5,5,1.0,0.8988722855137675,0.9712268218853024,12.85812753975107,0.0,0.0,,0.0
5,lucene,,53819,0.049,5,5,1.0,1.126042646578779,0.9681136391376299,15.199904018473184,0.0,0.0,,0.0
5,lucene,,53877,0.10300000000000001,5,5,1.0,0.2741783231394016,0.981273983920174,13.100410409469312,0.0,0.0,,0.0
5,lucene,,54643,0.035,5,4,0.8,1.2548239471916787,0.8567977914684971,13.392789260714373,0.0,0.0,,0.0
5,lucene,,55679,0.08700000000000001,5,5,1.0,0.7756141761289054,0.9676223911377665,12.065748688506009,0.0,0.0,,0.0
5,lucene,,56222,0.081,5,5,1.0,0.5758500308625915,0.9295144116697094,12.781086967542706,0.058895056796492484,0.05,20,0.05
5,lucene,,56478,0.037,5,5,1.0,2.3030339746354547,0.8077944142629992,7.357494551005908,0.0,0.0,,0.0
5,lucene,,58346,0.14400000000000002,5,5,1.0,1.434570852909083,0.9014360334709998,12.35363598586503,0.0,0.0,,0.0
5,lucene,,61305,0.128,5,5,1.0,0.435464007921688,0.9927182159204826,13.65015721397125,0.0,0.0,,0.0
5,lucene,,62732,0.073,5,5,1.0,1.1554406788328717,0.9205392889052273,12.031086967542706,0.0,0.0,,0.0
5,lucene,,63018,0.098,5,5,1.0,1.0981617947443325,0.9306114860097878,12.796172051081339,0.0,0.0,,0.0
5,lucene,,63902,0.148,5,5,1.0,0.5413226072487872,0.9872431947926953,14.281086967542706,0.0,0.0,,0.0
5,lucene,,66455,0.136,5,5,1.0,0.4429391745454454,1.0,14.00028381172028,0.22957233859174922,0.20833333333333331,6,0.16666666666666666
5,lucene,,67352,0.139,5,3,0.6,0.7160717765042692,0.7728697301173394,10.02371901428583,0.0,0.0,,0.0
5,lucene,,68702,0.055,5,5,1.0,0.6290657583064027,1.0,15.031086967542706,0.0,0.0,,0.0
5,lucene,,68836,0.057,5,5,1.0,0.757694968079738,0.978657531920457,14.465622090756977,0.0,0.0,,0.0
5,lucene,,69374,0.047,5,5,1.0,0.422744683596598,0.9811324796093147,13.00028381172028,0.0,0.0,,0.0
5,lucene,,70835,0.07,5,5,1.0,0.6872422221052794,0.9722811928167682,15.377355000150859,0.0,0.0,,0.0
5,lucene,,71362,0.061,5,5,1.0,0.38484475996808976,0.9880295396928382,15.23134016304077,0.06645851112001132,0.047619047619047616,21,0.047619047619047616
5,lucene,,72229,0.134,5,5,1.0,0.642772519203664,1.0,13.885072130432615,0.07201979151467636,0.0625,16,0.0625
5,lucene,,72633,0.09,5,4,0.8,0.5123733555856959,0.8347099890381529,10.642789260714373,0.0,0.0,,0.0
5,lucene,,72766,0.20400000000000001,5,5,1.0,0.0837502178368598,1.0,10.219480655897856,0.0,0.0,,0.0
5,lucene,,72971,0.12,5,5,1.0,0.437293878658343,1.0,13.388930695573494,0.37344281733066603,1.0,1,1.0
1,ii,,316,0.331,5,5,1.0,0.9239445369578785,0.9972682952212241,12.654015779112127,0.0,0.0,,0.0
5,lucene,,73639,0.062,5,5,1.0,0.4142193123148586,0.9979382615096246,16.77722840240183,0.0,0.0,,0.0
5,lucene,,73947,0.096,5,5,1.0,0.38053653610908006,0.9886870790681735,16.12735500015086,0.0,0.0,,0.0
5,lucene,,74546,0.12,5,3,0.6,0.988796344702233,0.732783799117315,9.892789260714373,0.0,0.0,,0.0
1,ii,,1835,0.28600000000000003,5,5,1.0,0.596769074080696,0.9585093045982733,16.177101804652793,0.09875165075639929,0.125,8,0.125
5,lucene,,74743,0.055,5,5,1.0,0.820277213858591,0.9485444223053029,15.742566681438523,0.12909465190828034,0.09453781512605042,14,0.07142857142857142
5,lucene,,74849,0.136,5,5,1.0,0.767266833120203,0.9755589261205045,14.73134016304077,0.0,0.0,,0.0
5,lucene,,75001,0.075,5,5,1.0,0.3029731874752441,0.9973840770917946,13.215622090756977,0.0,0.0,,0.0
5,lucene,,75754,0.10300000000000001,5,5,1.0,0.9617419366159294,0.9172157550865487,10.35426897461019,0.0,0.0,,0.0
1,ii,,1935,0.374,5,5,1.0,0.7198875630844324,0.9596490363104239,12.715622090756977,0.0,0.0,,0.0
5,lucene,,76612,0.082,5,5,1.0,0.3638071382733987,0.9819221368338734,15.461763525616098,0.12283829541520153,0.16666666666666666,6,0.16666666666666666
5,lucene,,78497,0.08700000000000001,5,5,1.0,0.7493051697405457,0.9877934142569617,13.40015721397125,0.0,0.0,,0.0
5,lucene,,78774,0.09,5,5,1.0,0.5824432681011572,0.9804438224372349,15.815748688506009,0.0,0.0,,0.0
5,lucene,,79401,0.15,5,5,1.0,0.8388447781868072,0.9731688496743424,13.269227460399792,0.0,0.0,,0.0
1,ii,,2248,0.379,5,5,1.0,0.5690206434402527,0.9719905081338432,12.15015721397125,0.0,0.0,,0.0
5,lucene,,80585,0.038,5,5,1.0,0.6071863344301425,0.9672376237970814,16.80803155822425,0.23047664310129545,0.14523264683447748,5,0.2
5,lucene,,80874,0.114,5,4,0.8,0.9060732493762143,0.7694938569374505,11.2082541375001,0.0,0.0,,0.0
5,lucene,,82202,0.146,5,5,1.0,0.9746732509912458,0.9841868889698381,12.223339221038733,0.0,0.0,,0.0
5,lucene,,83479,0.035,5,5,1.0,1.6148405361562888,0.9975009550588538,13.83532532593068,0.0,0.0,,0.0
1,ii,,2702,0.424,5,5,1.0,0.39431639417626485,1.0,13.100410409469312,0.0,0.0,,0.0
5,lucene,,84549,0.107,5,4,0.8,0.554575889908462,0.8632878014262402,12.142789260714373,0.0,0.0,,0.0
5,lucene,,84752,0.10200000000000001,5,4,0.8,0.6476485395331324,0.8905778937430017,9.327324383928644,0.0,0.0,,0.0
5,lucene,,84948,0.11,5,4,0.8,0.5292921215205267,0.9234634601817592,10.392789260714373,0.0,0.0,,0.0
1,ii,,2847,0.25,5,5,1.0,1.2184006943515866,0.9353161837011692,11.619987046893984,0.0,0.0,,0.0
5,lucene,,85518,0.078,5,5,1.0,0.431736863725381,0.9649886593971192,13.781086967542706,0.0,0.0,,0.0
5,lucene,,85824,0.10300000000000001,5,5,1.0,0.12042208629700324,1.0,14.7464252465794,0.0,0.0,,0.0
5,lucene,,86309,0.034,5,5,1.0,1.4189521087376709,0.8806894791132881,10.25028381172028,0.0,0.0,,0.0
5,lucene,,86592,0.148,5,5,1.0,0.5318187725620233,0.9868517392686321,13.850410409469312,0.11238550090953205,0.1111111111111111,9,0.1111111111111111
5,lucene,,88266,0.146,5,5,1.0,0.7096135249229499,0.9585955133928701,13.180960369793672,0.0,0.0,,0.0
5,lucene,,88932,0.037,5,4,0.8,0.7294651388115649,0.819309232084675,10.392789260714373,0.0,0.0,,0.0
1,ii,,4347,0.561,5,5,1.0,1.0527770951680613,0.964203179496467,11.704395572359223,0.0,0.0,,0.0
5,lucene,,89274,0.065,5,5,1.0,1.117904441160402,1.0,16.446678442077467,0.0,0.0,,0.0
5,lucene,,89617,0.107,5,5,1.0,1.9779116967243238,0.8443485657402304,10.912016721114163,0.0,0.0,,0.0
5,lucene,,90145,0.088,5,5,1.0,0.8529212635142038,1.0,15.516001884004073,0.0,0.0,,0.0
5,lucene,,93203,0.046,5,4,0.8,0.5186868464631685,0.9211273530455819,15.089183891071558,0.07062303785905086,0.05,20,0.05
5,lucene,,93710,0.125,5,4,0.8,0.54902451325146,0.8790353746593994,9.892789260714373,0.0,0.0,,0.0
1,ii,,5063,0.453,5,5,1.0,0.4603609208752884,0.994477527300423,11.788804097824462,0.0,0.0,,0.0
5,lucene,,96320,0.094,5,5,1.0,0.8459213583424372,0.9820681254160126,12.865495493007945,0.0,0.0,,0.0
5,lucene,,96557,0.058,5,5,1.0,0.3258249197197951,0.985403467143771,16.87735500015086,0.0,0.0,,0.0
5,lucene,,97881,0.105,5,5,1.0,0.7494295475433063,0.9888344785513188,16.342693279187557,0.0,0.0,,0.0
1,ii,,6937,0.21,5,5,1.0,2.191669980074611,0.7601820427199728,7.204395572359222,0.0,0.0,,0.0
5,lucene,,98494,0.135,5,3,0.6,0.47352733978865136,0.6737650852409224,7.0773243839286435,0.0,0.0,,0.0
5,lucene,,98792,0.074,5,5,1.0,1.168466320111368,0.9881183381691238,15.346551844328435,0.3219349689077872,0.5,2,0.5
5,lucene,,99471,0.066,5,5,1.0,0.786614399073194,0.9293641297928911,12.346551844328435,0.0,0.0,,0.0
5,lucene,,102668,0.111,5,5,1.0,0.8226784452375194,0.9618444950291573,12.60426897461019,0.2154970416323614,0.17763157894736842,4,0.25
1,ii,,7723,0.428,5,5,1.0,0.9990029425487938,0.973376402323037,11.815748688506009,0.0,0.0,,0.0
5,lucene,,105214,0.08600000000000001,5,5,1.0,0.42498644254137374,0.9810060951158126,16.492566681438525,0.0,0.0,,0.0
5,lucene,,107992,0.058,5,5,1.0,0.3243730048855642,0.9936676389117405,15.711763525616098,0.0,0.0,,0.0
5,lucene,,108159,0.107,5,5,1.0,0.8057183349923722,0.9667356059425595,14.531086967542706,0.0,0.0,,0.0
5,lucene,,109009,0.11800000000000001,5,5,1.0,0.6016422711027695,0.9581801637198841,10.75028381172028,0.0,0.0,,0.0
5,lucene,,109970,0.05,5,5,1.0,1.0501029134651825,0.9315869877194646,10.684818934934553,0.0,0.0,,0.0
5,lucene,,111841,0.098,5,5,1.0,0.6471913704840869,0.9753252858231372,12.469480655897856,0.0669754044101944,0.058823529411764705,17,0.058823529411764705
1,ii,,10164,0.488,5,5,1.0,0.4636533492528213,0.976253957834481,12.969480655897856,0.0,0.0,,0.0
5,lucene,,112736,0.046,5,3,0.6,0.8690280158544889,0.7792896288540867,12.2082541375001,0.0,0.0,,0.0
5,lucene,,112948,0.09,5,5,1.0,1.4247928505202356,0.8821658209409752,9.35812753975107,0.0,0.0,,0.0
1,ii,,12721,0.14100000000000001,5,5,1.0,1.067288419168442,1.0,12.739057293322526,0.0,0.0,,0.0
5,lucene,,113540,0.123,5,5,1.0,1.1904089967586127,0.9158858411394009,10.430960369793672,0.0,0.0,,0.0
1,ii,,12930,0.135,5,5,1.0,0.5422675685058674,0.9446541358098971,10.83469233718552,0.0,0.0,,0.0
5,lucene,,113673,0.085,5,5,1.0,0.5284607128153803,0.980551208280004,12.60426897461019,0.3889758343999198,0.5,2,0.5
5,lucene,,113847,0.094,5,4,0.8,0.5304240780822708,0.8743538868781638,11.77371901428583,0.0,0.0,,0.0
5,lucene,,114601,0.124,5,5,1.0,1.1881400835111435,1.0,11.44253606521631,0.0,0.0,,0.0
1,ii,,12999,0.339,5,5,1.0,0.5490181033192301,1.0,14.065748688506009,0.0,0.0,,0.0
5,lucene,,118067,0.106,5,5,1.0,0.6942824972346763,0.9763125270477154,14.430960369793672,0.0,0.0,,0.0
5,lucene,,118482,0.067,5,5,1.0,0.8646939679378587,0.9688105989935477,15.531086967542706,0.12065707335309889,0.16666666666666666,6,0.16666666666666666
1,ii,,13340,0.169,5,5,1.0,1.167064162753315,0.9614133136029296,14.377355000150859,0.0,0.0,,0.0
5,lucene,,119501,0.114,5,5,1.0,1.0527034461164022,0.997038572325327,11.669733851395918,0.0,0.0,,0.0
5,lucene,,120308,0.052000000000000005,5,5,1.0,0.14593204523182676,1.0,15.031086967542706,0.0,0.0,,0.0
5,lucene,,121403,0.038,5,4,0.8,0.3453205346283471,0.9376716645894925,12.9582541375001,0.0,0.0,,0.0
1,ii,,14492,0.221,5,5,1.0,0.6328599262279262,0.9689624061156173,13.565748688506009,0.0,0.0,,0.0
5,lucene,,121612,0.109,5,5,1.0,0.7950911937239329,0.9928779287722987,14.4964252465794,0.0,0.0,,0.0
5,lucene,,122693,0.08,5,5,1.0,1.4975163777419511,0.9177210222421261,10.423592416536797,0.0,0.0,,0.0
1,ii,,16559,0.165,5,5,1.0,0.8468580132032062,0.9960279397101133,16.41587528625504,0.0,0.0,,0.0
5,lucene,,123297,0.11900000000000001,5,4,0.8,0.4027129963139805,0.89154301533458,13.654648767857287,0.07940008155367309,0.07692307692307693,13,0.07692307692307693
5,lucene,,124425,0.11900000000000001,5,5,1.0,0.7850878100730732,0.9837281672692504,11.873212623289701,0.0,0.0,,0.0
5,lucene,,124449,0.092,5,5,1.0,1.0724000553265618,0.9364285044311381,13.766001884004073,0.0,0.0,,0.0
5,lucene,,124454,0.052000000000000005,5,5,1.0,0.24540721256329415,1.0,14.281086967542706,0.0,0.0,,0.0
5,lucene,,126097,0.058,5,5,1.0,0.6372925081250966,0.992039137018908,16.31574868850601,0.0,0.0,,0.0
1,ii,,18115,0.43,5,5,1.0,2.0705781961757572,0.814240868931543,10.169100862650758,0.0,0.0,,0.0
5,lucene,,126249,0.049,5,5,1.0,0.6088111292116049,1.0,15.131213565291738,0.0,0.0,,0.0
5,lucene,,126292,0.041,5,5,1.0,1.5965341606907468,0.8773554673851848,10.65015721397125,0.0,0.0,,0.0
5,lucene,,130446,0.123,5,5,1.0,1.016491848402676,0.9930731979015242,9.93867750007543,0.22482012272371965,0.25,4,0.25
5,lucene,,130517,0.121,5,5,1.0,0.8293753967758829,1.0,15.2464252465794,0.0,0.0,,0.0
1,ii,,18192,0.31,5,5,1.0,0.36033694376842923,0.9932260328371724,14.680960369793672,0.0761107760525562,0.0625,16,0.0625
5,lucene,,130715,0.123,5,5,1.0,0.7177113681149917,1.0,11.754142376861159,0.0,0.0,,0.0
1,ii,,18204,0.169,5,5,1.0,1.224429464940365,0.9970433576722664,11.68867750007543,0.10271134869961009,0.1,10,0.1
5,lucene,,130819,0.106,5,5,1.0,0.6897497487094071,0.945434838014385,13.06189012336513,0.0,0.0,,0.0
5,lucene,,131351,0.11800000000000001,5,5,1.0,0.5792586050564765,0.9692955844584774,14.81189012336513,0.20644138565259237,0.3333333333333333,3,0.3333333333333333
5,lucene,,133047,0.081,5,5,1.0,0.4886135332539596,0.9855847072899561,17.092693279187557,0.05818572656128771,0.045454545454545456,22,0.045454545454545456
5,lucene,,134279,0.091,5,5,1.0,0.8294824855602354,0.9775545161942646,12.565748688506009,0.0,0.0,,0.0
5,lucene,,136037,0.04,5,5,1.0,0.473335173627442,0.9937542227827872,15.930960369793672,0.3118940100645225,1.0,1,1.0
1,ii,,18675,0.461,5,5,1.0,0.5414849514195922,1.0,12.184818934934553,0.0,0.0,,0.0
5,lucene,,136455,0.115,5,5,1.0,0.393652887492277,1.0,13.350410409469312,0.0,0.0,,0.0
5,lucene,,137118,0.111,5,5,1.0,0.4695315886842865,0.9654352922492367,13.965622090756977,0.0,0.0,,0.0
5,lucene,,137227,0.049,5,5,1.0,0.9284657832296526,0.948941363834482,9.292662662965341,0.0,0.0,,0.0
